sentence,label,concept,category,feature,id
a cape is made of fabric.,1,cape,clothing,is made of fabric,31632
an apron is made of fabric.,1,apron,clothing,is made of fabric,31633
a scarf is made of fabric.,1,scarf,clothing,is made of fabric,31634
a mitten is made of fabric.,1,mitten,clothing,is made of fabric,31635
knickers is made of fabric.,1,knickers,clothing,is made of fabric,31636
jeans is made of fabric.,1,jeans,clothing,is made of fabric,31637
a veil is made of fabric.,1,veil,clothing,is made of fabric,31638
a parka is made of fabric.,1,parka,clothing,is made of fabric,31639
a skirt is made of fabric.,1,skirt,clothing,is made of fabric,31640
a gloves is made of fabric.,1,gloves,clothing,is made of fabric,31641
a shirt is made of fabric.,1,shirt,clothing,is made of fabric,31642
a cloak is made of fabric.,1,cloak,clothing,is made of fabric,31643
a swimsuit is made of fabric.,1,swimsuit,clothing,is made of fabric,31644
a dressing gown is made of fabric.,1,dressing_gown,clothing,is made of fabric,31645
earmuffs is made of fabric.,1,earmuffs,clothing,is made of fabric,31646
a jacket is made of fabric.,1,jacket,clothing,is made of fabric,31647
a bikini is made of fabric.,1,bikini,clothing,is made of fabric,31648
a bra is made of fabric.,1,bra,clothing,is made of fabric,31649
a sweater is made of fabric.,1,sweater,clothing,is made of fabric,31650
a leotard is made of fabric.,1,leotard,clothing,is made of fabric,31651
a gown is made of fabric.,1,gown,clothing,is made of fabric,31652
a blouse is made of fabric.,1,blouse,clothing,is made of fabric,31653
tights is made of fabric.,1,tights,clothing,is made of fabric,31654
a cap is made of fabric.,1,cap,clothing,is made of fabric,31655
a dress is made of fabric.,1,dress,clothing,is made of fabric,31656
a trouser is made of fabric.,1,trouser,clothing,is made of fabric,31657
a pajama is made of fabric.,1,pajama,clothing,is made of fabric,31658
a ball is made of fabric.,0,ball,toy,is made of fabric,31659
a dice is made of fabric.,0,dice,toy,is made of fabric,31660
a basin is made of fabric.,0,basin,container,is made of fabric,31661
a club is made of fabric.,0,club,weapon,is made of fabric,31662
a balloon is made of fabric.,0,balloon,toy,is made of fabric,31663
a satchel is made of fabric.,0,satchel,container,is made of fabric,31664
a cupboard is made of fabric.,0,cupboard,furniture,is made of fabric,31665
a swing is made of fabric.,0,swing,toy,is made of fabric,31666
a rocket is made of fabric.,0,rocket,vehicle,is made of fabric,31667
a dresser is made of fabric.,0,dresser,furniture,is made of fabric,31668
a jar is made of fabric.,0,jar,container,is made of fabric,31669
a guitar is made of fabric.,0,guitar,music,is made of fabric,31670
a tray is made of fabric.,0,tray,kitchenware,is made of fabric,31671
a grater is made of fabric.,0,grater,kitchenware,is made of fabric,31672
a screw is made of fabric.,0,screw,tool,is made of fabric,31673
a catapult is made of fabric.,0,catapult,weapon,is made of fabric,31674
a basket is made of fabric.,0,basket,container,is made of fabric,31675
a harpoon is made of fabric.,0,harpoon,weapon,is made of fabric,31676
a shovel is made of fabric.,0,shovel,tool,is made of fabric,31677
a ladle is made of fabric.,0,ladle,kitchenware,is made of fabric,31678
a gong is made of fabric.,0,gong,music,is made of fabric,31679
a cage is made of fabric.,0,cage,container,is made of fabric,31680
a sledge is made of fabric.,0,sledge,vehicle,is made of fabric,31681
a mirror is made of fabric.,0,mirror,furniture,is made of fabric,31682
a bin is made of fabric.,0,bin,container,is made of fabric,31683
a raft is made of fabric.,0,raft,water vehicle,is made of fabric,31684
a bowl is made of fabric.,0,bowl,container,is made of fabric,31685
a bucket is made of fabric.,0,bucket,container,is made of fabric,31686
a yoyo is made of fabric.,0,yoyo,toy,is made of fabric,31687
a chest of drawers is made of fabric.,0,chest_of_drawers,furniture,is made of fabric,31688
a bottle is made of fabric.,0,bottle,container,is made of fabric,31689
a screwdriver is made of fabric.,0,screwdriver,tool,is made of fabric,31690
a rattle is made of fabric.,0,rattle,toy,is made of fabric,31691
a broom is made of fabric.,0,broom,tool,is made of fabric,31692
a cymbal is made of fabric.,0,cymbal,music,is made of fabric,31693
a box is made of fabric.,0,box,container,is made of fabric,31694
a hoe is made of fabric.,0,hoe,tool,is made of fabric,31695
a lamp is made of fabric.,0,lamp,furniture,is made of fabric,31696
a sink is made of fabric.,0,sink,container,is made of fabric,31697
a peeler is made of fabric.,0,peeler,kitchenware,is made of fabric,31698
a rollerskate is made of fabric.,0,rollerskate,toy,is made of fabric,31699
a wetsuit is made of fabric.,0,wetsuit,clothing,is made of fabric,31700
a strainer is made of fabric.,0,strainer,kitchenware,is made of fabric,31701
a bolt is made of fabric.,0,bolt,tool,is made of fabric,31702
a bag is made of fabric.,0,bag,container,is made of fabric,31703
a bomb is made of fabric.,0,bomb,weapon,is made of fabric,31704
a chandelier is made of fabric.,0,chandelier,furniture,is made of fabric,31705
a puppet is made of fabric.,0,puppet,toy,is made of fabric,31706
a camera is made of fabric.,0,camera,appliance,is made of fabric,31707
a clamp is made of fabric.,0,clamp,tool,is made of fabric,31708
a kite is made of fabric.,0,kite,toy,is made of fabric,31709
a table is made of fabric.,0,table,furniture,is made of fabric,31710
a chopping board is made of fabric.,0,chopping_board,kitchenware,is made of fabric,31711
a barrel is made of fabric.,0,barrel,container,is made of fabric,31712
a drill is made of fabric.,0,drill,tool,is made of fabric,31713
a bicycle is made of fabric.,0,bicycle,vehicle,is made of fabric,31714
a crowbar is made of fabric.,0,crowbar,tool,is made of fabric,31715
a coach is made of fabric.,0,coach,vehicle,is made of fabric,31716
a bookcase is made of fabric.,0,bookcase,furniture,is made of fabric,31717
an armor is made of fabric.,0,armor,clothing,is made of fabric,31718
a train is made of fabric.,0,train,vehicle,is made of fabric,31719
a spirit level is made of fabric.,0,spirit_level,tool,is made of fabric,31720
a wallet is made of fabric.,0,wallet,container,is made of fabric,31721
a rolling pin is made of fabric.,0,rolling_pin,kitchenware,is made of fabric,31722
a rake is made of fabric.,0,rake,tool,is made of fabric,31723
a bus is made of fabric.,0,bus,vehicle,is made of fabric,31724
a doll is made of fabric.,0,doll,toy,is made of fabric,31725
a hose is made of fabric.,0,hose,tool,is made of fabric,31726
a bathtub is made of fabric.,0,bathtub,container,is made of fabric,31727
a plow is made of fabric.,0,plow,tool,is made of fabric,31728
a glider contains fabric parts.,1,glider,vehicle,contains fabric parts,31787
a wheelchair contains fabric parts.,1,wheelchair,vehicle,contains fabric parts,31788
a buggy contains fabric parts.,1,buggy,vehicle,contains fabric parts,31789
a coach contains fabric parts.,1,coach,vehicle,contains fabric parts,31790
a carriage contains fabric parts.,1,carriage,vehicle,contains fabric parts,31791
a strainer contains fabric parts.,0,strainer,kitchenware,contains fabric parts,31792
a basket contains fabric parts.,0,basket,container,contains fabric parts,31793
a box contains fabric parts.,0,box,container,contains fabric parts,31794
a ladle contains fabric parts.,0,ladle,kitchenware,contains fabric parts,31795
a hoe contains fabric parts.,0,hoe,tool,contains fabric parts,31796
a bag contains fabric parts.,0,bag,container,contains fabric parts,31797
a broom contains fabric parts.,0,broom,tool,contains fabric parts,31798
a rocket contains fabric parts.,0,rocket,vehicle,contains fabric parts,31799
a bin contains fabric parts.,0,bin,container,contains fabric parts,31800
a peeler contains fabric parts.,0,peeler,kitchenware,contains fabric parts,31801
a tank is protective.,1,tank,vehicle,is protective,31802
a coat is protective.,1,coat,clothing,is protective,31803
a helmet is protective.,1,helmet,clothing,is protective,31804
a cape is protective.,1,cape,clothing,is protective,31805
a wetsuit is protective.,1,wetsuit,clothing,is protective,31806
an apron is protective.,1,apron,clothing,is protective,31807
a mitten is protective.,1,mitten,clothing,is protective,31808
knickers is protective.,1,knickers,clothing,is protective,31809
jeans is protective.,1,jeans,clothing,is protective,31810
a parka is protective.,1,parka,clothing,is protective,31811
a gloves is protective.,1,gloves,clothing,is protective,31812
a cloak is protective.,1,cloak,clothing,is protective,31813
earmuffs is protective.,1,earmuffs,clothing,is protective,31814
a jacket is protective.,1,jacket,clothing,is protective,31815
an armor is protective.,1,armor,clothing,is protective,31816
a sword is protective.,1,sword,weapon,is protective,31817
tights is protective.,1,tights,clothing,is protective,31818
a cap is protective.,1,cap,clothing,is protective,31819
a gun is protective.,1,gun,weapon,is protective,31820
a dice is protective.,0,dice,toy,is protective,31821
a trolley is protective.,0,trolley,vehicle,is protective,31822
a basin is protective.,0,basin,container,is protective,31823
a box is protective.,0,box,container,is protective,31824
a balloon is protective.,0,balloon,toy,is protective,31825
a lamp is protective.,0,lamp,furniture,is protective,31826
a sink is protective.,0,sink,container,is protective,31827
a rocket is protective.,0,rocket,vehicle,is protective,31828
a dresser is protective.,0,dresser,furniture,is protective,31829
a peeler is protective.,0,peeler,kitchenware,is protective,31830
a rollerskate is protective.,0,rollerskate,toy,is protective,31831
a strainer is protective.,0,strainer,kitchenware,is protective,31832
a tray is protective.,0,tray,kitchenware,is protective,31833
a bullet is protective.,0,bullet,weapon,is protective,31834
a catapult is protective.,0,catapult,weapon,is protective,31835
a basket is protective.,0,basket,container,is protective,31836
a ladle is protective.,0,ladle,kitchenware,is protective,31837
a bag is protective.,0,bag,container,is protective,31838
a mirror is protective.,0,mirror,furniture,is protective,31839
a bomb is protective.,0,bomb,weapon,is protective,31840
a bin is protective.,0,bin,container,is protective,31841
a chandelier is protective.,0,chandelier,furniture,is protective,31842
a puppet is protective.,0,puppet,toy,is protective,31843
a raft is protective.,0,raft,water vehicle,is protective,31844
a kite is protective.,0,kite,toy,is protective,31845
a bucket is protective.,0,bucket,container,is protective,31846
a chopping board is protective.,0,chopping_board,kitchenware,is protective,31847
a yoyo is protective.,0,yoyo,toy,is protective,31848
a chest of drawers is protective.,0,chest_of_drawers,furniture,is protective,31849
a spear is protective.,0,spear,weapon,is protective,31850
a tractor is protective.,0,tractor,vehicle,is protective,31851
a machete is protective.,0,machete,tool,is protective,31852
a rattle is protective.,0,rattle,toy,is protective,31853
a wallet is protective.,0,wallet,container,is protective,31854
a bow is protective.,0,bow,weapon,is protective,31855
a rake is protective.,0,rake,tool,is protective,31856
a bus is protective.,0,bus,vehicle,is protective,31857
a doll is protective.,0,doll,toy,is protective,31858
a suit can be worn.,1,suit,clothing,can be worn,31859
a carnation can be worn.,1,carnation,flower,can be worn,31860
a shawl can be worn.,1,shawl,clothing,can be worn,31861
a coat can be worn.,1,coat,clothing,can be worn,31862
a robe can be worn.,1,robe,clothing,can be worn,31863
a sock can be worn.,1,sock,clothing,can be worn,31864
a helmet can be worn.,1,helmet,clothing,can be worn,31865
a belt can be worn.,1,belt,clothing,can be worn,31866
a satchel can be worn.,1,satchel,container,can be worn,31867
a stocking can be worn.,1,stocking,clothing,can be worn,31868
a cape can be worn.,1,cape,clothing,can be worn,31869
an apron can be worn.,1,apron,clothing,can be worn,31870
a wetsuit can be worn.,1,wetsuit,clothing,can be worn,31871
a scarf can be worn.,1,scarf,clothing,can be worn,31872
a mitten can be worn.,1,mitten,clothing,can be worn,31873
knickers can be worn.,1,knickers,clothing,can be worn,31874
jeans can be worn.,1,jeans,clothing,can be worn,31875
a veil can be worn.,1,veil,clothing,can be worn,31876
a parka can be worn.,1,parka,clothing,can be worn,31877
a skirt can be worn.,1,skirt,clothing,can be worn,31878
a bag can be worn.,1,bag,container,can be worn,31879
a gloves can be worn.,1,gloves,clothing,can be worn,31880
a shirt can be worn.,1,shirt,clothing,can be worn,31881
a cloak can be worn.,1,cloak,clothing,can be worn,31882
a swimsuit can be worn.,1,swimsuit,clothing,can be worn,31883
a dressing gown can be worn.,1,dressing_gown,clothing,can be worn,31884
earmuffs can be worn.,1,earmuffs,clothing,can be worn,31885
a jacket can be worn.,1,jacket,clothing,can be worn,31886
a bikini can be worn.,1,bikini,clothing,can be worn,31887
an armor can be worn.,1,armor,clothing,can be worn,31888
a bra can be worn.,1,bra,clothing,can be worn,31889
a sweater can be worn.,1,sweater,clothing,can be worn,31890
a leotard can be worn.,1,leotard,clothing,can be worn,31891
a gown can be worn.,1,gown,clothing,can be worn,31892
a blouse can be worn.,1,blouse,clothing,can be worn,31893
tights can be worn.,1,tights,clothing,can be worn,31894
a cap can be worn.,1,cap,clothing,can be worn,31895
a dress can be worn.,1,dress,clothing,can be worn,31896
